PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39296198","Worldwide analysis of actionable genomic alterations in lung cancer and targeted pharmacogenomic strategies","Echeverría-Garcés G, Ramos-Medina MJ, González A, Vargas R, Cabrera-Andrade A, Armendáriz-Castillo I, García-Cárdenas JM, Ramírez-Sánchez D, Altamirano-Colina A, Echeverría-Espinoza P, Freire MP, Ocaña-Paredes B, Rivera-Orellana S, Guerrero S, Quiñones LA, López-Cortés A.","Heliyon. 2024 Sep 5;10(17):e37488. doi: 10.1016/j.heliyon.2024.e37488. eCollection 2024 Sep 15.","Echeverría-Garcés G","Heliyon","2024","2024/09/19","PMC11409134","","10.1016/j.heliyon.2024.e37488"
"39314278","SCAMPI: A scalable statistical framework for genome-wide interaction testing harnessing cross-trait correlations","Bian S, Bass AJ, Liu Y, Wingo AP, Wingo T, Cutler DJ, Epstein MP.","bioRxiv [Preprint]. 2024 Sep 14:2024.09.10.612314. doi: 10.1101/2024.09.10.612314.","Bian S","bioRxiv","2024","2024/09/24","PMC11418984","","10.1101/2024.09.10.612314"
"39338358","Comparative Analysis of Volatile Components in Chi-Nan and Ordinary Agarwood Aromatherapies: Implications for Sleep Improvement","Jiang Z, Mou J, Feng J, Zhang S, Li D, Liu Y.","Pharmaceuticals (Basel). 2024 Sep 11;17(9):1196. doi: 10.3390/ph17091196.","Jiang Z","Pharmaceuticals (Basel)","2024","2024/09/28","PMC11435107","","10.3390/ph17091196"
"39159935","Deep Plasma Proteomics with Data-Independent Acquisition: Clinical Study Protocol Optimization with a COVID-19 Cohort","Ward B, Pyr Dit Ruys S, Balligand JL, Belkhir L, Cani PD, Collet JF, De Greef J, Dewulf JP, Gatto L, Haufroid V, Jodogne S, Kabamba B, Lingurski M, Yombi JC, Vertommen D, Elens L.","J Proteome Res. 2024 Sep 6;23(9):3806-3822. doi: 10.1021/acs.jproteome.4c00104. Epub 2024 Aug 19.","Ward B","J Proteome Res","2024","2024/08/19","PMC11385417","","10.1021/acs.jproteome.4c00104"
"39281734","Improving Individualized Rhabdomyosarcoma Prognosis Predictions Using Somatic Molecular Biomarkers","Zobeck M, Khan J, Venkatramani R, Okcu MF, Scheurer ME, Lupo PJ.","medRxiv [Preprint]. 2024 Sep 5:2024.09.04.24313032. doi: 10.1101/2024.09.04.24313032.","Zobeck M","medRxiv","2024","2024/09/16","PMC11398450","","10.1101/2024.09.04.24313032"
"39173627","Liver eQTL meta-analysis illuminates potential molecular mechanisms of cardiometabolic traits","Broadaway KA, Brotman SM, Rosen JD, Currin KW, Alkhawaja AA, Etheridge AS, Wright F, Gallins P, Jima D, Zhou YH, Love MI, Innocenti F, Mohlke KL.","Am J Hum Genet. 2024 Sep 5;111(9):1899-1913. doi: 10.1016/j.ajhg.2024.07.017. Epub 2024 Aug 21.","Broadaway KA","Am J Hum Genet","2024","2024/08/22","PMC11393674","","10.1016/j.ajhg.2024.07.017"
"39079539","Long-read proteogenomics to connect disease-associated sQTLs to the protein isoform effectors of disease","Abood A, Mesner LD, Jeffery ED, Murali M, Lehe MD, Saquing J, Farber CR, Sheynkman GM.","Am J Hum Genet. 2024 Sep 5;111(9):1914-1931. doi: 10.1016/j.ajhg.2024.07.003. Epub 2024 Jul 29.","Abood A","Am J Hum Genet","2024","2024/07/30","PMC11393689","","10.1016/j.ajhg.2024.07.003"
"39238655","Comprehensive Analysis of CCAAT/Enhancer Binding Protein Family in Ovarian Cancer","Tan J, Wang D, Dong W, Nian L, Zhang F, Zhao H, Zhang J, Feng Y.","Cancer Inform. 2024 Sep 4;23:11769351241275877. doi: 10.1177/11769351241275877. eCollection 2024.","Tan J","Cancer Inform","2024","2024/09/06","PMC11375656","","10.1177/11769351241275877"
"39171832","Triangulating evidence in health sciences with Annotated Semantic Queries","Liu Y, Gaunt TR.","Bioinformatics. 2024 Sep 2;40(9):btae519. doi: 10.1093/bioinformatics/btae519.","Liu Y","Bioinformatics","2024","2024/08/22","PMC11377847","EMS198302","10.1093/bioinformatics/btae519"
"39075209","Stopped clinical trials give evidence for the value of genetics","King E.","Nat Genet. 2024 Sep;56(9):1766-1767. doi: 10.1038/s41588-024-01834-3.","King E","Nat Genet","2024","2024/07/29","","","10.1038/s41588-024-01834-3"
"39075208","Genetic factors associated with reasons for clinical trial stoppage","Razuvayevskaya O, Lopez I, Dunham I, Ochoa D.","Nat Genet. 2024 Sep;56(9):1862-1867. doi: 10.1038/s41588-024-01854-z. Epub 2024 Jul 29.","Razuvayevskaya O","Nat Genet","2024","2024/07/29","PMC11387188","","10.1038/s41588-024-01854-z"
"39253234","Integrated network pharmacology and molecular docking to investigate the potential mechanism of Tufuling on Alzheimer's disease","Zhang Z, Cheng J, Zhou X, Wu H, Zhang B.","Heliyon. 2024 Aug 16;10(16):e36471. doi: 10.1016/j.heliyon.2024.e36471. eCollection 2024 Aug 30.","Zhang Z","Heliyon","2024","2024/09/10","PMC11382023","","10.1016/j.heliyon.2024.e36471"
"39224243","Shensong yangxin, a multi-functional traditional Chinese medicine for arrhythmia: A review of components, pharmacological mechanisms, and clinical applications","Lu X, Wang T, Hou B, Han N, Li H, Wang X, Xin J, He Y, Zhang D, Jia Z, Wei C.","Heliyon. 2024 Aug 2;10(16):e35560. doi: 10.1016/j.heliyon.2024.e35560. eCollection 2024 Aug 30.","Lu X","Heliyon","2024","2024/09/03","PMC11367280","","10.1016/j.heliyon.2024.e35560"
"39347283","A Thorough Examination of Peltophorum pterocarpum Phytochemicals in Network Pharmacology-Based Management of Acne Vulgaris","Biju AK, B N, Shanmugam R.","Cureus. 2024 Aug 29;16(8):e68159. doi: 10.7759/cureus.68159. eCollection 2024 Aug.","Biju AK","Cureus","2024","2024/09/30","PMC11439474","","10.7759/cureus.68159"
"39273340","Drug Repurposing Approach to Identify Candidate Drug Molecules for Hepatocellular Carcinoma","Baser T, Rifaioglu AS, Atalay MV, Atalay RC.","Int J Mol Sci. 2024 Aug 29;25(17):9392. doi: 10.3390/ijms25179392.","Baser T","Int J Mol Sci","2024","2024/09/14","PMC11395636","","10.3390/ijms25179392"
"39191930","Genetic factors and symptom dimensions associated with antidepressant treatment outcomes: clues for new potential therapeutic targets?","Martone A, Possidente C, Fanelli G, Fabbri C, Serretti A.","Eur Arch Psychiatry Clin Neurosci. 2024 Aug 27. doi: 10.1007/s00406-024-01873-1. Online ahead of print.","Martone A","Eur Arch Psychiatry Clin Neurosci","2024","2024/08/27","","","10.1007/s00406-024-01873-1"
"39228737","The Genetic Determinants and Genomic Consequences of Non-Leukemogenic Somatic Point Mutations","Weinstock JS, Chaudhry SA, Ioannou M, Viskadourou M, Reventun P, Jakubek YA, Liggett LA, Laurie C, Broome JG, Khan A, Taylor KD, Guo X, Peyser PA, Boerwinkle E, Chami N, Kenny EE, Loos RJ, Psaty BM, Russell TP, Brody JA, Yun JH, Cho MH, Vasan RS, Kardia SL, Smith JA, Raffield LM, Bidulescu A, O'Brien E, de Andrade M, Rotter JI, Rich SS, Tracy RP, Chen YI, Gu CC, Hsiung CA, Kooperberg C, Haring B, Nassir R, Mathias R, Reiner A, Sankaran V, Lowenstein CJ, Blackwell TW, Abecasis GR, Smith AV, Kang HM, Natarajan P, Jaiswal S, Bick A, Post WS, Scheet P, Auer P, Karantanos T, Battle A, Arvanitis M.","medRxiv [Preprint]. 2024 Aug 26:2024.08.22.24312319. doi: 10.1101/2024.08.22.24312319.","Weinstock JS","medRxiv","2024","2024/09/04","PMC11370504","","10.1101/2024.08.22.24312319"
"39169044","Unraveling druggable cancer-driving proteins and targeted drugs using artificial intelligence and multi-omics analyses","López-Cortés A, Cabrera-Andrade A, Echeverría-Garcés G, Echeverría-Espinoza P, Pineda-Albán M, Elsitdie N, Bueno-Miño J, Cruz-Segundo CM, Dorado J, Pazos A, Gonzáles-Díaz H, Pérez-Castillo Y, Tejera E, Munteanu CR.","Sci Rep. 2024 Aug 21;14(1):19359. doi: 10.1038/s41598-024-68565-7.","López-Cortés A","Sci Rep","2024","2024/08/21","PMC11339426","","10.1038/s41598-024-68565-7"
"39127042","Multiomics2Targets identifies targets from cancer cohorts profiled with transcriptomics, proteomics, and phosphoproteomics","Deng EZ, Marino GB, Clarke DJB, Diamant I, Resnick AC, Ma W, Wang P, Ma'ayan A.","Cell Rep Methods. 2024 Aug 19;4(8):100839. doi: 10.1016/j.crmeth.2024.100839. Epub 2024 Aug 9.","Deng EZ","Cell Rep Methods","2024","2024/08/10","PMC11384097","","10.1016/j.crmeth.2024.100839"
"39154038","A systematic exploration of unexploited genes for oxidative stress in Parkinson's disease","Suzuki T, Bono H.","NPJ Parkinsons Dis. 2024 Aug 17;10(1):160. doi: 10.1038/s41531-024-00776-1.","Suzuki T","NPJ Parkinsons Dis","2024","2024/08/17","PMC11330442","","10.1038/s41531-024-00776-1"
"39152499","scParser: sparse representation learning for scalable single-cell RNA sequencing data analysis","Zhao K, So HC, Lin Z.","Genome Biol. 2024 Aug 16;25(1):223. doi: 10.1186/s13059-024-03345-0.","Zhao K","Genome Biol","2024","2024/08/16","PMC11328435","","10.1186/s13059-024-03345-0"
"39221239","Formononetin inhibits IgE by huPlasma/PBMCs and mast cells/basophil activation via JAK/STAT/PI3-Akt pathways","Musa I, Wang ZZ, Yang N, Li XM.","Front Immunol. 2024 Aug 15;15:1427563. doi: 10.3389/fimmu.2024.1427563. eCollection 2024.","Musa I","Front Immunol","2024","2024/09/02","PMC11363073","","10.3389/fimmu.2024.1427563"
"39145449","Human genetics and epigenetics of alcohol use disorder","Zhou H, Gelernter J.","J Clin Invest. 2024 Aug 15;134(16):e172885. doi: 10.1172/JCI172885.","Zhou H","J Clin Invest","2024","2024/08/15","PMC11324314","","10.1172/JCI172885"
"39123268","The genetics and epidemiology of N- and O-immunoglobulin A glycomics","Visconti A, Rossi N, Bondt A, Ederveen AH, Thareja G, Koeleman CAM, Stephan N, Halama A, Lomax-Browne HJ, Pickering MC, Zhou XJ, Wuhrer M, Suhre K, Falchi M.","Genome Med. 2024 Aug 9;16(1):96. doi: 10.1186/s13073-024-01369-6.","Visconti A","Genome Med","2024","2024/08/09","PMC11312925","","10.1186/s13073-024-01369-6"
"39053458","Misexpression of inactive genes in whole blood is associated with nearby rare structural variants","Vanderstichele T, Burnham KL, de Klein N, Tardaguila M, Howell B, Walter K, Kundu K, Koeppel J, Lee W, Tokolyi A, Persyn E, Nath AP, Marten J, Petrovski S, Roberts DJ, Di Angelantonio E, Danesh J, Berton A, Platt A, Butterworth AS, Soranzo N, Parts L, Inouye M, Paul DS, Davenport EE.","Am J Hum Genet. 2024 Aug 8;111(8):1524-1543. doi: 10.1016/j.ajhg.2024.06.017. Epub 2024 Jul 24.","Vanderstichele T","Am J Hum Genet","2024","2024/07/25","PMC11339615","","10.1016/j.ajhg.2024.06.017"
"39189955","TWAS-GKF: a novel method for causal gene identification in transcriptome-wide association studies with knockoff inference","Wang A, Tian P, Zhang YD.","Bioinformatics. 2024 Aug 2;40(8):btae502. doi: 10.1093/bioinformatics/btae502.","Wang A","Bioinformatics","2024","2024/08/27","PMC11361808","","10.1093/bioinformatics/btae502"
"39171848","Disease gene prioritization with quantum walks","Saarinen H, Goldsmith M, Wang RS, Loscalzo J, Maniscalco S.","Bioinformatics. 2024 Aug 2;40(8):btae513. doi: 10.1093/bioinformatics/btae513.","Saarinen H","Bioinformatics","2024","2024/08/22","PMC11361815","","10.1093/bioinformatics/btae513"
"39038097","Protein Identification for Stroke Progression via Mendelian Randomization in Million Veteran Program and UK Biobank","Elmore AR, Adhikari N, Hartley AE, Aparicio HJ, Posner DC, Hemani G, Tilling K, Gaunt TR, Wilson PWF, Casas JP, Gaziano JM, Davey Smith G, Paternoster L, Cho K, Peloso GM.","Stroke. 2024 Aug;55(8):2045-2054. doi: 10.1161/STROKEAHA.124.047103. Epub 2024 Jul 22.","Elmore AR","Stroke","2024","2024/07/22","PMC11259242","","10.1161/STROKEAHA.124.047103"
