PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40385383","Genome-wide association studies of binge eating behaviour and anorexia nervosa yield insights into the unique and shared biology of eating disorder phenotypes","Termorshuizen JD, Davies HL, Lee SH, Dennis JK, Hübel C, Johnson JS, Lu Y, Munn-Chernoff MA, Peters T, Qi B, Schaumberg KE, Signer RH, Singh K, Ter Kuile AR, Thornton LM, Xu J, Yao S, Yilmaz Z, Zhang R, Zvrskovec J, Abdulkadir M, Ayorech Z, Corfield EC, Havdahl A, Krebs K, Mack TM, Niarchou M, Palviainen T, Sealock JM, Baker JH, Bergen AW, Birgegård A, Perica VB, Bühren K, Burghardt R, Cassina M, Collantoni E, Crowley JJ, Danner UN, Degenhardt F, DeSocio JE, Dina C, Dmitrzak-Węglarz M, Duncan LE, Egberts KM, Foretova L, Giegling I, Gonidakis F, Gordon SD, Grove J, Guillaume S, Guintivano JD, Hartman AM, Hatzikotoulas K, Herms S, Imgart H, Jiménez-Murcia S, Julià A, Kalsi G, Kaminská D, Karhunen LJ, Kiezebrink KM, Kolb T, Larsen JT, Li D, Lilenfeld L, Maj M, Mattingsdal M, Meneguzzo P, Miller AL, Mitchell KS, Monteleone AM, Olsen CM, Padyukov L, Pantel J, Parker R, Pinto D, Raevuori A, Ripatti S, Roberts ME, Santonastaso P, Savva A, Schmidt UH, Schosser A, Seitz J, Slachtova LL, Slopien A, Sorbi S, Straub PS, Szatkiewicz JP, Tam FI, Tenconi E, Tortorella A, Tsitsika A, van Elburg AA, Wagner G, Watson HJ, Adan RA, Alfredsson L, Andreassen OA, et al.","medRxiv [Preprint]. 2025 May 8:2025.01.31.25321397. doi: 10.1101/2025.01.31.25321397.","Termorshuizen JD","medRxiv","2025","2025/05/19","PMC12083633","","10.1101/2025.01.31.25321397"
"40338520","A longitudinal analysis of function annotations of the human proteome reveals consistently high biases","Phan A, Joshi P, Kadelka C, Friedberg I.","Database (Oxford). 2025 May 7;2025:baaf036. doi: 10.1093/database/baaf036.","Phan A","Database (Oxford)","2025","2025/05/08","PMC12060720","","10.1093/database/baaf036"
"40148533","scMalignantFinder distinguishes malignant cells in single-cell and spatial transcriptomics by leveraging cancer signatures","Yu Q, Li YY, Chen Y.","Commun Biol. 2025 Mar 27;8(1):504. doi: 10.1038/s42003-025-07942-y.","Yu Q","Commun Biol","2025","2025/03/28","PMC11950360","","10.1038/s42003-025-07942-y"
"39843750","Genomics yields biological and phenotypic insights into bipolar disorder","O'Connell KS, Koromina M, van der Veen T, Boltz T, David FS, Yang JMK, Lin KH, Wang X, Coleman JRI, Mitchell BL, McGrouther CC, Rangan AV, Lind PA, Koch E, Harder A, Parker N, Bendl J, Adorjan K, Agerbo E, Albani D, Alemany S, Alliey-Rodriguez N, Als TD, Andlauer TFM, Antoniou A, Ask H, Bass N, Bauer M, Beins EC, Bigdeli TB, Pedersen CB, Boks MP, Børte S, Bosch R, Brum M, Brumpton BM, Brunkhorst-Kanaan N, Budde M, Bybjerg-Grauholm J, Byerley W, Cabana-Domínguez J, Cairns MJ, Carpiniello B, Casas M, Cervantes P, Chatzinakos C, Chen HC, Clarence T, Clarke TK, Claus I, Coombes B, Corfield EC, Cruceanu C, Cuellar-Barboza A, Czerski PM, Dafnas K, Dale AM, Dalkner N, Degenhardt F, DePaulo JR, Djurovic S, Drange OK, Escott-Price V, Fanous AH, Fellendorf FT, Ferrier IN, Forty L, Frank J, Frei O, Freimer NB, Fullard JF, Garnham J, Gizer IR, Gordon SD, Gordon-Smith K, Greenwood TA, Grove J, Guzman-Parra J, Ha TH, Hahn T, Haraldsson M, Hautzinger M, Havdahl A, Heilbronner U, Hellgren D, Herms S, Hickie IB, Hoffmann P, Holmans PA, Huang MC, Ikeda M, Jamain S, Johnson JS, Jonsson L, Kalman JL, Kamatani Y, Kennedy JL, Kim E, Kim J, Kittel-Schneider S, et al.","Nature. 2025 Mar;639(8056):968-975. doi: 10.1038/s41586-024-08468-9. Epub 2025 Jan 22.","O'Connell KS","Nature","2025","2025/01/22","PMC12163093","NIHMS2084063","10.1038/s41586-024-08468-9"
"39996749","Transcriptomic Insights into Gas6-Induced Placental Dysfunction: Gene Targets for Preeclampsia Therapy","Jackson M, Gibson TM, Frank E, Hill G, Davidson B, Reynolds PR, Bikman BT, Pickett BE, Arroyo JA.","Cells. 2025 Feb 13;14(4):278. doi: 10.3390/cells14040278.","Jackson M","Cells","2025","2025/02/25","PMC11853264","","10.3390/cells14040278"
"39905466","Improving drug repositioning with negative data labeling using large language models","Picard M, Leclercq M, Bodein A, Scott-Boyer MP, Perin O, Droit A.","J Cheminform. 2025 Feb 4;17(1):16. doi: 10.1186/s13321-025-00962-0.","Picard M","J Cheminform","2025","2025/02/05","PMC11796214","","10.1186/s13321-025-00962-0"
"39860130","Proteome-Wide Identification and Comparison of Drug Pockets for Discovering New Drug Indications and Side Effects","Zhang R, Chen Z, Li S, Lv H, Li J, Yang N, Dai S.","Molecules. 2025 Jan 10;30(2):260. doi: 10.3390/molecules30020260.","Zhang R","Molecules","2025","2025/01/25","PMC11767986","","10.3390/molecules30020260"
"39713418","Patient-Derived Xenografts of Triple-Negative Breast Cancer Enable Deconvolution and Prediction of Chemotherapy Responses","Lei JT, Dobrolecki LE, Huang C, Srinivasan RR, Vasaikar SV, Lewis AN, Sallas C, Zhao N, Cao J, Landua JD, Moon CI, Liao Y, Hilsenbeck SG, Osborne CK, Rimawi MF, Ellis MJ, Petrosyan V, Wen B, Li K, Saltzman AB, Jain A, Malovannaya A, Wulf GM, Marangoni E, Li S, Kraushaar DC, Wang T, Damodaran S, Zheng X, Meric-Bernstam F, Echeverria GV, Anurag M, Chen X, Welm BE, Welm AL, Zhang B, Lewis MT.","bioRxiv [Preprint]. 2025 Jan 8:2024.12.09.627518. doi: 10.1101/2024.12.09.627518.","Lei JT","bioRxiv","2025","2024/12/23","PMC11661147","","10.1101/2024.12.09.627518"
"39607707","Updated resources for exploring experimentally-determined PDB structures and Computed Structure Models at the RCSB Protein Data Bank","Burley SK, Bhatt R, Bhikadiya C, Bi C, Biester A, Biswas P, Bittrich S, Blaumann S, Brown R, Chao H, Chithari VR, Craig PA, Crichlow GV, Duarte JM, Dutta S, Feng Z, Flatt JW, Ghosh S, Goodsell DS, Green RK, Guranovic V, Henry J, Hudson BP, Joy M, Kaelber JT, Khokhriakov I, Lai JS, Lawson CL, Liang Y, Myers-Turnbull D, Peisach E, Persikova I, Piehl DW, Pingale A, Rose Y, Sagendorf J, Sali A, Segura J, Sekharan M, Shao C, Smith J, Trumbull M, Vallat B, Voigt M, Webb B, Whetstone S, Wu-Wu A, Xing T, Young JY, Zalevsky A, Zardecki C.","Nucleic Acids Res. 2025 Jan 6;53(D1):D564-D574. doi: 10.1093/nar/gkae1091.","Burley SK","Nucleic Acids Res","2025","2024/11/28","PMC11701563","","10.1093/nar/gkae1091"
"39565209","Harmonizome 3.0: integrated knowledge about genes and proteins from diverse multi-omics resources","Diamant I, Clarke DJB, Evangelista JE, Lingam N, Ma'ayan A.","Nucleic Acids Res. 2025 Jan 6;53(D1):D1016-D1028. doi: 10.1093/nar/gkae1080.","Diamant I","Nucleic Acids Res","2025","2024/11/20","PMC11701526","","10.1093/nar/gkae1080"
"39746958","Robust proteome profiling of cysteine-reactive fragments using label-free chemoproteomics","Biggs GS, Cawood EE, Vuorinen A, McCarthy WJ, Wilders H, Riziotis IG, van der Zouwen AJ, Pettinger J, Nightingale L, Chen P, Powell AJ, House D, Boulton SJ, Skehel JM, Rittinger K, Bush JT.","Nat Commun. 2025 Jan 2;16(1):73. doi: 10.1038/s41467-024-55057-5.","Biggs GS","Nat Commun","2025","2025/01/02","PMC11697256","","10.1038/s41467-024-55057-5"
"39630926","SmartGraph API: Programmatic Knowledge Mining in Network-Pharmacology Setting","Zahoránszky-Kőhalmi G, Walker B, Miller N, Yang B, Penna DVL, Maine J, Sheils T, Wang K, King J, Sidky H, Vuyyuru S, Soundarajan J, Michael SG, Godfrey AG, Oprea TI.","J Chem Inf Model. 2024 Dec 23;64(24):9021-9026. doi: 10.1021/acs.jcim.4c00789. Epub 2024 Dec 4.","Zahoránszky-Kőhalmi G","J Chem Inf Model","2024","2024/12/04","PMC11683868","","10.1021/acs.jcim.4c00789"
"38983753","Target repositioning using multi-layer networks and machine learning: The case of prostate cancer","Picard M, Scott-Boyer MP, Bodein A, Leclercq M, Prunier J, Périn O, Droit A.","Comput Struct Biotechnol J. 2024 Jun 15;24:464-475. doi: 10.1016/j.csbj.2024.06.012. eCollection 2024 Dec.","Picard M","Comput Struct Biotechnol J","2024","2024/07/10","PMC11231507","","10.1016/j.csbj.2024.06.012"
"39649580","Multi-ancestry genome-wide association study reveals novel genetic signals for lung function decline","Patchen BK, Zhang J, Gaddis N, Bartz TM, Chen J, Debban C, Leonard H, Nguyen NQ, Seo J, Tern C, Allen R, DeMeo DL, Fornage M, Melbourne C, Minto M, Moll M, O'Connor G, Pottinger T, Psaty BM, Rich SS, Rotter JI, Silverman EK, Stratford J, Graham Barr R, Cho MH, Gharib SA, Manichaikul A, North K, Oelsner EC, Simonsick EM, Tobin MD, Yu B, Choi SH, Dupuis J, Cassano PA, Hancock DB.","medRxiv [Preprint]. 2024 Nov 27:2024.11.25.24317794. doi: 10.1101/2024.11.25.24317794.","Patchen BK","medRxiv","2024","2024/12/09","PMC11623738","","10.1101/2024.11.25.24317794"
"40799385","Gene expression clock: an unsupervised deep learning approach for predicting circadian rhythmicity from whole genome expression","Ogholbake AA, Cheng Q.","Neural Comput Appl. 2024 Nov;36(33):20653-20670. doi: 10.1007/s00521-024-10316-w. Epub 2024 Aug 14.","Ogholbake AA","Neural Comput Appl","2024","2025/08/13","PMC12341460","NIHMS2048814","10.1007/s00521-024-10316-w"
"39391813","Drug Repurposing Using Molecular Network Analysis Identifies Jak as Targetable Driver in Necrobiosis Lipoidica","Hughes AN, Li X, Lehman JS, Nelson SA, DiCaudo DJ, Mudappathi R, Hwang A, Kechter J, Pittelkow MR, Mangold AR, Sekulic A.","JID Innov. 2024 Jun 26;4(6):100296. doi: 10.1016/j.xjidi.2024.100296. eCollection 2024 Nov.","Hughes AN","JID Innov","2024","2024/10/11","PMC11465178","","10.1016/j.xjidi.2024.100296"
"39415254","Illuminating the dark kinome: utilizing multiplex peptide activity arrays to functionally annotate understudied kinases","Hamoud AR, Alganem K, Hanna S, Morran M, Henkel N, Imami AS, Ryan W, Sahay S, Pulvender P, Kunch A, Arvay TO, Meller J, Shukla R, O'Donovan SM, McCullumsmith R.","Cell Commun Signal. 2024 Oct 17;22(1):501. doi: 10.1186/s12964-024-01868-4.","Hamoud AR","Cell Commun Signal","2024","2024/10/16","PMC11484317","","10.1186/s12964-024-01868-4"
"39403933","An emerging multi-omic understanding of the genetics of opioid addiction","Johnson EO, Fisher HS, Sullivan KA, Corradin O, Sanchez-Roige S, Gaddis NC, Sami YN, Townsend A, Teixeira Prates E, Pavicic M, Kruse P, Chesler EJ, Palmer AA, Troiani V, Bubier JA, Jacobson DA, Maher BS.","J Clin Invest. 2024 Oct 15;134(20):e172886. doi: 10.1172/JCI172886.","Johnson EO","J Clin Invest","2024","2024/10/15","PMC11473141","","10.1172/JCI172886"
"39227745","A protein expression atlas on tissue samples and cell lines from cancer patients provides insights into tumor heterogeneity and dependencies","Li J, Liu W, Mojumdar K, Kim H, Zhou Z, Ju Z, Kumar SV, Ng PK, Chen H, Davies MA, Lu Y, Akbani R, Mills GB, Liang H.","Nat Cancer. 2024 Oct;5(10):1579-1595. doi: 10.1038/s43018-024-00817-x. Epub 2024 Sep 3.","Li J","Nat Cancer","2024","2024/09/03","PMC11999798","NIHMS2067891","10.1038/s43018-024-00817-x"
"39256431","Comprehensive detection and characterization of human druggable pockets through binding site descriptors","Comajuncosa-Creus A, Jorba G, Barril X, Aloy P.","Nat Commun. 2024 Sep 10;15(1):7917. doi: 10.1038/s41467-024-52146-3.","Comajuncosa-Creus A","Nat Commun","2024","2024/09/10","PMC11387482","","10.1038/s41467-024-52146-3"
"39009827","Proteome-scale characterisation of motif-based interactome rewiring by disease mutations","Kliche J, Simonetti L, Krystkowiak I, Kuss H, Diallo M, Rask E, Nilsson J, Davey NE, Ivarsson Y.","Mol Syst Biol. 2024 Sep;20(9):1025-1048. doi: 10.1038/s44320-024-00055-4. Epub 2024 Jul 15.","Kliche J","Mol Syst Biol","2024","2024/07/15","PMC11369174","","10.1038/s44320-024-00055-4"
"38917788","Pan-cancer proteogenomics expands the landscape of therapeutic targets","Savage SR, Yi X, Lei JT, Wen B, Zhao H, Liao Y, Jaehnig EJ, Somes LK, Shafer PW, Lee TD, Fu Z, Dou Y, Shi Z, Gao D, Hoyos V, Gao Q, Zhang B.","Cell. 2024 Aug 8;187(16):4389-4407.e15. doi: 10.1016/j.cell.2024.05.039. Epub 2024 Jun 24.","Savage SR","Cell","2024","2024/06/25","PMC12010439","NIHMS2068352","10.1016/j.cell.2024.05.039"
"38759695","Single-cell and bulk RNA-sequence identiﬁed ﬁbroblasts signature and CD8 + T-cell - ﬁbroblast subtype predicting prognosis and immune therapeutic response of bladder cancer, based on machine learning: bioinformatics multi-omics study","Li J, Kong Z, Qi Y, Wang W, Su Q, Huang W, Zhang Z, Li S, Du E.","Int J Surg. 2024 Aug 1;110(8):4911-4931. doi: 10.1097/JS9.0000000000001516.","Li J","Int J Surg","2024","2024/05/17","PMC11325897","","10.1097/JS9.0000000000001516"
"39050757","Advancing drug discovery through assay development: a survey of tool compounds within the human solute carrier superfamily","Digles D, Ingles-Prieto A, Dvorak V, Mocking TAM, Goldmann U, Garofoli A, Homan EJ, Di Silvio A, Azzollini L, Sassone F, Fogazza M, Bärenz F, Pommereau A, Zuschlag Y, Ooms JF, Tranberg-Jensen J, Hansen JS, Stanka J, Sijben HJ, Batoulis H, Bender E, Martini R, IJzerman AP, Sauer DB, Heitman LH, Manolova V, Reinhardt J, Ehrmann A, Leippe P, Ecker GF, Huber KVM, Licher T, Scarabottolo L, Wiedmer T, Superti-Furga G.","Front Pharmacol. 2024 Jul 9;15:1401599. doi: 10.3389/fphar.2024.1401599. eCollection 2024.","Digles D","Front Pharmacol","2024","2024/07/25","PMC11267547","","10.3389/fphar.2024.1401599"
"38977662","An experimentally validated approach to automated biological evidence generation in drug discovery using knowledge graphs","Sudhahar S, Ozer B, Chang J, Chadwick W, O'Donovan D, Campbell A, Tulip E, Thompson N, Roberts I.","Nat Commun. 2024 Jul 8;15(1):5703. doi: 10.1038/s41467-024-50024-6.","Sudhahar S","Nat Commun","2024","2024/07/08","PMC11231212","","10.1038/s41467-024-50024-6"
"39156568","A review of deep learning methods for ligand based drug virtual screening","Wu H, Liu J, Zhang R, Lu Y, Cui G, Cui Z, Ding Y.","Fundam Res. 2024 Mar 11;4(4):715-737. doi: 10.1016/j.fmre.2024.02.011. eCollection 2024 Jul.","Wu H","Fundam Res","2024","2024/08/19","PMC11330120","","10.1016/j.fmre.2024.02.011"
"38948230","TIN-X version 3: update with expanded dataset and modernized architecture for enhanced illumination of understudied targets","Metzger VT, Cannon DC, Yang JJ, Mathias SL, Bologa CG, Waller A, Schürer SC, Vidović D, Kelleher KJ, Sheils TK, Jensen LJ, Lambert CG, Oprea TI, Edwards JS.","PeerJ. 2024 Jun 25;12:e17470. doi: 10.7717/peerj.17470. eCollection 2024.","Metzger VT","PeerJ","2024","2024/07/01","PMC11212617","","10.7717/peerj.17470"
"38710699","De novo generation of multi-target compounds using deep generative chemistry","Munson BP, Chen M, Bogosian A, Kreisberg JF, Licon K, Abagyan R, Kuenzi BM, Ideker T.","Nat Commun. 2024 May 6;15(1):3636. doi: 10.1038/s41467-024-47120-y.","Munson BP","Nat Commun","2024","2024/05/06","PMC11074339","","10.1038/s41467-024-47120-y"
"38637617","Genome-wide association analyses identify 95 risk loci and provide insights into the neurobiology of post-traumatic stress disorder","Nievergelt CM, Maihofer AX, Atkinson EG, Chen CY, Choi KW, Coleman JRI, Daskalakis NP, Duncan LE, Polimanti R, Aaronson C, Amstadter AB, Andersen SB, Andreassen OA, Arbisi PA, Ashley-Koch AE, Austin SB, Avdibegoviç E, Babić D, Bacanu SA, Baker DG, Batzler A, Beckham JC, Belangero S, Benjet C, Bergner C, Bierer LM, Biernacka JM, Bierut LJ, Bisson JI, Boks MP, Bolger EA, Brandolino A, Breen G, Bressan RA, Bryant RA, Bustamante AC, Bybjerg-Grauholm J, Bækvad-Hansen M, Børglum AD, Børte S, Cahn L, Calabrese JR, Caldas-de-Almeida JM, Chatzinakos C, Cheema S, Clouston SAP, Colodro-Conde L, Coombes BJ, Cruz-Fuentes CS, Dale AM, Dalvie S, Davis LK, Deckert J, Delahanty DL, Dennis MF, Desarnaud F, DiPietro CP, Disner SG, Docherty AR, Domschke K, Dyb G, Kulenović AD, Edenberg HJ, Evans A, Fabbri C, Fani N, Farrer LA, Feder A, Feeny NC, Flory JD, Forbes D, Franz CE, Galea S, Garrett ME, Gelaye B, Gelernter J, Geuze E, Gillespie CF, Goleva SB, Gordon SD, Goçi A, Grasser LR, Guindalini C, Haas M, Hagenaars S, Hauser MA, Heath AC, Hemmings SMJ, Hesselbrock V, Hickie IB, Hogan K, Hougaard DM, Huang H, Huckins LM, Hveem K, Jakovljević M, Javanbakht A, Jenkins GD, Johnson J, Jones I, et al.","Nat Genet. 2024 May;56(5):792-808. doi: 10.1038/s41588-024-01707-9. Epub 2024 Apr 18.","Nievergelt CM","Nat Genet","2024","2024/04/18","PMC11396662","NIHMS2015499","10.1038/s41588-024-01707-9"
"38508231","Best practices for managing and disseminating resources and outreach and evaluating the impact of the IDG Consortium","Vidović D, Waller A, Holmes J, Sklar LA, Schürer SC.","Drug Discov Today. 2024 May;29(5):103953. doi: 10.1016/j.drudis.2024.103953. Epub 2024 Mar 18.","Vidović D","Drug Discov Today","2024","2024/03/20","PMC11335350","NIHMS1983781","10.1016/j.drudis.2024.103953"
"38585978","Immediate-Early Genes as Influencers in Genetic Networks and their Role in Alzheimer's Disease","Zachariou M, Loizidou EM, Spyrou GM.","bioRxiv [Preprint]. 2024 Mar 29:2024.03.29.586739. doi: 10.1101/2024.03.29.586739.","Zachariou M","bioRxiv","2024","2024/04/08","PMC10996630","","10.1101/2024.03.29.586739"
"38546716","Meta-Research: Understudied genes are lost in a leaky pipeline between genome-wide assays and reporting of results","Richardson R, Tejedor Navarro H, Amaral LAN, Stoeger T.","Elife. 2024 Mar 28;12:RP93429. doi: 10.7554/eLife.93429.","Richardson R","Elife","2024","2024/03/28","PMC10977968","","10.7554/eLife.93429"
"38412862","Genetic associations with ratios between protein levels detect new pQTLs and reveal protein-protein interactions","Suhre K.","Cell Genom. 2024 Mar 13;4(3):100506. doi: 10.1016/j.xgen.2024.100506. Epub 2024 Feb 26.","Suhre K","Cell Genom","2024","2024/02/27","PMC10943581","","10.1016/j.xgen.2024.100506"
"38474127","Applying Proteomics and Computational Approaches to Identify Novel Targets in Blast-Associated Post-Traumatic Epilepsy","Browning JL, Wilson KA, Shandra O, Wei X, Mahmutovic D, Maharathi B, Robel S, VandeVord PJ, Olsen ML.","Int J Mol Sci. 2024 Mar 1;25(5):2880. doi: 10.3390/ijms25052880.","Browning JL","Int J Mol Sci","2024","2024/03/13","PMC10932294","","10.3390/ijms25052880"
"38266979","Informatic challenges and advances in illuminating the druggable proteome","Taujale R, Gravel N, Zhou Z, Yeung W, Kochut K, Kannan N.","Drug Discov Today. 2024 Mar;29(3):103894. doi: 10.1016/j.drudis.2024.103894. Epub 2024 Jan 22.","Taujale R","Drug Discov Today","2024","2024/01/24","PMC12285681","NIHMS2095370","10.1016/j.drudis.2024.103894"
"38218213","Illuminating function of the understudied druggable kinome","Gomez SM, Axtman AD, Willson TM, Major MB, Townsend RR, Sorger PK, Johnson GL.","Drug Discov Today. 2024 Mar;29(3):103881. doi: 10.1016/j.drudis.2024.103881. Epub 2024 Jan 11.","Gomez SM","Drug Discov Today","2024","2024/01/13","PMC11262466","NIHMS1962270","10.1016/j.drudis.2024.103881"
"37890715","Illuminating the druggable genome: Pathways to progress","Sharma KR, Colvis CM, Rodgers GP, Sheeley DM.","Drug Discov Today. 2024 Mar;29(3):103805. doi: 10.1016/j.drudis.2023.103805. Epub 2023 Oct 27.","Sharma KR","Drug Discov Today","2024","2023/10/27","PMC10939933","NIHMS1945843","10.1016/j.drudis.2023.103805"
